"SWSN_ID","SWSN_Site","Macro","Micro","GKPM","GKPMPZ","Periods","EASTING","NORTHING","P1room","P2room","P3room","P4room","P5room","P6room","N0S1","P2CT","P2P1200","P2P1250","P2P1300","P2P1350","P2P1400","P7CT","P7P1200","P7P1250","P7P1300","P7P1350","P7P1400","P18CT","P18P1200","P18P1250","P18P1300","P18P1350","P18P1400"
2.00,"Swingle's Sample","San Pedro","San Pedro",0.00,1.00,3.00,521697,3646554,0.00,0.00,16.34,22.95,10.37,0.00,1,4.00,0.00,0.00,128.00,181.00,114.00,8.00,11.00,118.00,234.00,291.00,114.00,19.00,214.00,565.00,939.00,890.00,289.00
3.00,"Bajada Site","San Pedro","San Pedro",0.00,0.00,3.00,520720,3648160,0.00,0.00,29.26,41.11,18.58,0.00,1,5.00,0.00,0.00,178.00,253.00,114.00,7.00,11.00,94.00,199.00,267.00,114.00,17.00,200.00,544.00,915.00,855.00,289.00
5.00,"Buzan","San Pedro","San Pedro",1.00,1.00,2.00,529459,3630080,24.88,31.53,0.00,0.00,0.00,0.00,1,2.00,43.00,61.00,24.00,35.00,0.00,11.00,326.00,298.00,331.00,285.00,175.00,16.00,361.00,525.00,517.00,397.00,175.00
7.00,"Ash Terrace","San Pedro","San Pedro",1.00,1.00,4.00,526560,3634220,20.27,29.56,32.85,29.61,0.00,0.00,1,5.00,151.00,163.00,257.00,232.00,175.00,9.00,232.00,277.00,331.00,285.00,175.00,20.00,337.00,490.00,671.00,650.00,289.00
8.00,"Lost Mound","San Pedro","San Pedro",1.00,1.00,3.00,528000,3632500,13.88,20.16,19.35,0.00,0.00,0.00,1,3.00,49.00,67.00,71.00,32.00,0.00,11.00,326.00,298.00,331.00,285.00,175.00,20.00,361.00,525.00,645.00,578.00,289.00
9.00,"Dudleyville Mound","San Pedro","San Pedro",0.00,0.00,3.00,526250,3641700,0.00,15.14,20.48,8.98,0.00,0.00,1,2.00,11.00,38.00,56.00,38.00,0.00,8.00,117.00,224.00,289.00,293.00,233.00,19.00,337.00,416.00,565.00,576.00,289.00
10.00,"Leaverton","San Pedro","San Pedro",1.00,1.00,3.00,535500,3620400,0.00,36.00,50.32,48.47,0.00,0.00,1,1.00,0.00,74.00,106.00,74.00,0.00,2.00,24.00,109.00,130.00,74.00,0.00,19.00,675.00,587.00,641.00,433.00,175.00
11.00,"Camp Village","San Pedro","San Pedro",1.00,1.00,3.00,534890,3618140,14.67,20.61,9.31,0.00,0.00,0.00,1,1.00,24.00,35.00,24.00,0.00,0.00,3.00,82.00,183.00,236.00,148.00,0.00,16.00,561.00,438.00,405.00,215.00,0.00
12.00,"High Mesa","San Pedro","San Pedro",1.00,1.00,3.00,547650,3600800,34.97,50.77,48.74,0.00,0.00,0.00,1,1.00,74.00,106.00,74.00,0.00,0.00,2.00,74.00,135.00,114.00,29.00,0.00,10.00,416.00,525.00,427.00,161.00,0.00
13.00,"Elliott Site","San Pedro","San Pedro",0.00,1.00,2.00,555800,3577350,0.00,0.00,25.83,14.31,0.00,0.00,1,3.00,21.00,0.00,61.00,79.00,0.00,6.00,21.00,0.00,121.00,166.00,0.00,11.00,170.00,253.00,315.00,224.00,0.00
14.00,"Big Pot","San Pedro","San Pedro",0.00,0.00,1.00,530141,3626719,36.27,0.00,0.00,0.00,0.00,0.00,1,1.00,80.00,0.00,0.00,0.00,0.00,6.00,172.00,128.00,95.00,67.00,0.00,17.00,454.00,519.00,623.00,471.00,175.00
16.00,"Bayless Ruin","San Pedro","San Pedro",0.00,0.00,3.00,547726,3588556,34.97,50.77,48.74,0.00,0.00,0.00,1,1.00,74.00,106.00,74.00,0.00,0.00,6.00,149.00,253.00,226.00,103.00,0.00,13.00,244.00,388.00,429.00,253.00,0.00
19.00,"Flieger","San Pedro","San Pedro",1.00,1.00,5.00,526630,3635809,66.54,95.26,110.61,113.85,101.34,0.00,1,4.00,140.00,149.00,236.00,218.00,175.00,10.00,232.00,301.00,366.00,309.00,175.00,20.00,337.00,490.00,671.00,650.00,289.00
21.00,"Big Bell","San Pedro","San Pedro",1.00,1.00,4.00,537740,3612230,32.25,47.02,52.25,47.11,0.00,0.00,1,2.00,93.00,74.00,106.00,74.00,0.00,3.00,117.00,109.00,130.00,74.00,0.00,12.00,529.00,424.00,424.00,177.00,0.00
25.00,"111 Ranch","San Pedro","San Pedro",1.00,1.00,3.00,543056,3606691,36.96,51.92,23.46,0.00,0.00,0.00,1,1.00,74.00,106.00,74.00,0.00,0.00,2.00,109.00,106.00,74.00,0.00,0.00,14.00,524.00,528.00,483.00,235.00,0.00
27.00,"Davis Ranch Site","San Pedro","San Pedro",0.00,1.00,3.00,551548,3583218,0.00,23.98,32.42,14.22,0.00,0.00,1,2.00,0.00,43.00,93.00,45.00,0.00,5.00,95.00,149.00,188.00,66.00,0.00,12.00,170.00,282.00,355.00,253.00,0.00
28.00,"Reeve Ruin","San Pedro","San Pedro",0.00,1.00,2.00,551317,3582634,0.00,0.00,20.91,11.59,0.00,0.00,1,2.00,0.00,43.00,93.00,45.00,0.00,6.00,95.00,149.00,228.00,124.00,0.00,12.00,170.00,282.00,355.00,253.00,0.00
29.00,"Twin Hawks","San Pedro","San Pedro",0.00,0.00,1.00,529350,3606850,18.18,0.00,0.00,0.00,0.00,0.00,1,3.00,158.00,0.00,0.00,0.00,0.00,4.00,184.00,0.00,0.00,0.00,0.00,9.00,375.00,289.00,310.00,148.00,0.00
35.00,"Adobe Hill","San Pedro","San Pedro",0.00,0.00,3.00,522500,3647600,0.00,0.00,16.34,22.95,10.37,0.00,1,4.00,0.00,0.00,128.00,181.00,114.00,8.00,11.00,118.00,234.00,291.00,114.00,18.00,214.00,565.00,915.00,855.00,289.00
81.00,"Curtis","San Pedro","San Pedro",0.00,0.00,2.00,557809,3574642,0.00,0.00,10.09,12.79,0.00,0.00,1,2.00,0.00,0.00,28.00,42.00,0.00,5.00,21.00,0.00,89.00,121.00,0.00,8.00,95.00,149.00,256.00,166.00,0.00
94.00,"Jose Solas Ruin","San Pedro","San Pedro",0.00,0.00,4.00,554891,3578520,10.31,15.03,16.70,15.06,0.00,0.00,1,3.00,21.00,0.00,61.00,79.00,0.00,7.00,21.00,43.00,182.00,166.00,0.00,11.00,170.00,253.00,315.00,224.00,0.00
95.00,"Piper Springs","San Pedro","San Pedro",0.00,0.00,2.00,522350,3647940,0.00,0.00,10.09,12.79,0.00,0.00,1,4.00,0.00,0.00,128.00,181.00,114.00,7.00,11.00,94.00,199.00,267.00,114.00,17.00,200.00,544.00,915.00,855.00,289.00
99.00,"Wright","San Pedro","San Pedro",0.00,1.00,2.00,529300,3630450,0.00,0.00,15.71,19.91,0.00,0.00,1,3.00,57.00,79.00,50.00,53.00,0.00,11.00,326.00,298.00,331.00,285.00,175.00,17.00,361.00,525.00,546.00,437.00,204.00
103.00,"Second Canyon Compound","San Pedro","San Pedro",1.00,1.00,2.00,548200,3593000,0.00,0.00,15.11,19.15,0.00,0.00,1,3.00,75.00,104.00,59.00,58.00,0.00,5.00,149.00,239.00,173.00,87.00,0.00,12.00,318.00,494.00,475.00,211.00,0.00
158.00,"Armer Gulch Ruin","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,3.00,495979,3732983,0.00,20.61,28.81,27.75,0.00,0.00,0,1.00,0.00,38.00,54.00,38.00,0.00,8.00,32.00,451.00,494.00,220.00,0.00,58.00,1661.00,2811.00,1636.00,902.00,0.00
247.00,"AZ U:4:009 (ASM)","Tonto Basin","Tonto Creek",0.00,1.00,4.00,477163,3735772,21.17,30.86,34.29,30.92,0.00,0.00,1,3.00,112.00,143.00,204.00,201.00,0.00,20.00,622.00,798.00,643.00,538.00,0.00,50.00,1055.00,2040.00,1712.00,1315.00,0.00
438.00,"AZ U:8:400 (ASM)","Tonto Basin","Tonto--Salt Arm",0.00,0.00,2.00,485475,3727600,10.74,13.61,0.00,0.00,0.00,0.00,1,2.00,0.00,29.00,96.00,80.00,0.00,8.00,93.00,480.00,587.00,454.00,0.00,64.00,1678.00,2854.00,1862.00,1381.00,0.00
484.00,"AZ U:8:589 (ASM)","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,2.00,496000,3733000,15.11,19.15,0.00,0.00,0.00,0.00,0,1.00,0.00,38.00,54.00,38.00,0.00,8.00,32.00,451.00,494.00,220.00,0.00,58.00,1661.00,2811.00,1636.00,902.00,0.00
503.00,"AZ V:5:125 (ASM)","Tonto Basin","Tonto--Salt Arm",0.00,0.00,2.00,502225,3722900,11.39,14.43,0.00,0.00,0.00,0.00,1,1.00,29.00,40.00,0.00,0.00,0.00,14.00,765.00,954.00,122.00,184.00,0.00,67.00,1875.00,3385.00,1955.00,1097.00,0.00
515.00,"Bass Point Mound","Tonto Basin","Tonto--Salt Arm",1.00,1.00,2.00,487901,3726236,22.10,28.00,0.00,0.00,0.00,0.00,1,2.00,37.00,82.00,40.00,0.00,0.00,11.00,133.00,356.00,426.00,320.00,0.00,67.00,1836.00,3101.00,1769.00,1261.00,0.00
523.00,"Corner Creek Ruin","Central Arizona Highlands","Tonto--Salt Arm",0.00,0.00,2.00,498750,3734750,0.00,38.90,47.56,0.00,0.00,0.00,0,3.00,32.00,115.00,99.00,0.00,0.00,7.00,32.00,269.00,235.00,38.00,0.00,59.00,1671.00,3040.00,1978.00,768.00,70.00
531.00,"Griffen Wash Complex","Tonto Basin","Tonto--Salt Arm",0.00,1.00,2.00,500003,3725226,63.14,80.00,0.00,0.00,0.00,0.00,1,7.00,272.00,254.00,61.00,144.00,0.00,21.00,958.00,1289.00,302.00,232.00,0.00,63.00,1832.00,3195.00,1847.00,1048.00,0.00
539.00,"Indian Point Complex","Tonto Basin","Tonto Creek",0.00,99.00,4.00,478396,3735487,45.74,66.68,74.10,66.81,0.00,0.00,1,5.00,112.00,177.00,268.00,225.00,0.00,14.00,372.00,571.00,553.00,410.00,0.00,53.00,1055.00,2165.00,1806.00,1353.00,0.00
543.00,"Las Tortugas","Tonto Basin","Tonto Creek",0.00,0.00,2.00,471300,3749900,14.50,18.38,0.00,0.00,0.00,0.00,1,3.00,44.00,154.00,128.00,90.00,0.00,17.00,332.00,743.00,306.00,195.00,0.00,54.00,1392.00,2115.00,1279.00,965.00,0.00
544.00,"Los Hermanos","Tonto Basin","Tonto Creek",0.00,0.00,2.00,471450,3750850,14.50,18.38,0.00,0.00,0.00,0.00,1,3.00,44.00,154.00,128.00,90.00,0.00,16.00,339.00,743.00,386.00,251.00,0.00,53.00,1392.00,2081.00,1231.00,965.00,0.00
546.00,"Meddler Point Mound","Tonto Basin","Tonto--Salt Arm",1.00,1.00,2.00,504159,3721544,39.08,49.51,0.00,0.00,0.00,0.00,1,1.00,74.00,104.00,0.00,0.00,0.00,12.00,503.00,580.00,93.00,144.00,0.00,65.00,1859.00,3150.00,1673.00,1096.00,0.00
551.00,"Oak Creek--Sedona","Verde/New River","Verde",0.00,0.00,2.00,414313,3837947,0.00,0.00,20.34,24.66,0.00,0.00,0,1.00,0.00,0.00,104.00,104.00,0.00,6.00,243.00,457.00,837.00,665.00,0.00,19.00,502.00,1010.00,1829.00,1430.00,123.00
555.00,"Pinto Point Mound","Tonto Basin","Tonto--Salt Arm",1.00,1.00,3.00,500166,3722161,17.01,24.69,23.70,0.00,0.00,0.00,1,8.00,254.00,227.00,93.00,144.00,0.00,20.00,988.00,1274.00,194.00,288.00,0.00,66.00,1818.00,3293.00,1838.00,1216.00,0.00
560.00,"Pyramid Point Complex","Tonto Basin","Tonto--Salt Arm",1.00,1.00,2.00,501648,3723750,17.50,22.17,0.00,0.00,0.00,0.00,1,6.00,155.00,85.00,61.00,144.00,0.00,16.00,936.00,1199.00,122.00,184.00,0.00,66.00,1859.00,3390.00,1974.00,1097.00,0.00
568.00,"Saguaro Muerto","Tonto Basin","Tonto--Salt Arm",0.00,99.00,1.00,502831,3721388,0.00,17.57,0.00,0.00,0.00,0.00,1,1.00,74.00,104.00,0.00,0.00,0.00,13.00,503.00,580.00,131.00,200.00,0.00,69.00,1864.00,3409.00,1993.00,1307.00,0.00
570.00,"Schoolhouse Point Mesa Complex","Tonto Basin","Tonto--Salt Arm",0.00,1.00,2.00,499566,3723143,42.59,53.96,0.00,0.00,0.00,0.00,1,8.00,254.00,227.00,93.00,144.00,0.00,20.00,958.00,1231.00,258.00,288.00,0.00,60.00,1736.00,3128.00,1838.00,1062.00,0.00
576.00,"Tonto Cliff Dwellings","Tonto Basin","Tonto--Salt Arm",0.00,0.00,3.00,489290,3722550,0.00,49.33,68.95,66.43,0.00,0.00,1,2.00,18.00,133.00,154.00,107.00,0.00,12.00,326.00,604.00,321.00,195.00,0.00,64.00,1731.00,2950.00,1538.00,1082.00,0.00
584.00,"VIV Platform Mound","Tonto Basin","Tonto Creek",0.00,0.00,4.00,471571,3757293,25.53,37.23,41.37,37.30,0.00,0.00,1,2.00,99.00,133.00,80.00,56.00,0.00,9.00,271.00,391.00,138.00,78.00,0.00,48.00,1261.00,2123.00,1193.00,954.00,0.00
596.00,"Lovelady Ranch","Mogollon Highlands","Blue River",0.00,1.00,2.00,666164,3707245,41.37,37.30,0.00,0.00,0.00,0.00,0,1.00,80.00,56.00,0.00,0.00,0.00,3.00,200.00,112.00,0.00,0.00,0.00,8.00,389.00,292.00,40.00,0.00,0.00
597.00,"AZ W:11:12","Mogollon Rim","Eagle Creek",1.00,1.00,2.00,640215,3689284,0.00,0.00,78.95,100.02,0.00,0.00,0,1.00,0.00,0.00,147.00,210.00,0.00,1.00,0.00,0.00,147.00,210.00,0.00,5.00,22.00,88.00,310.00,402.00,24.00
598.00,"AZ W:11:7","Mogollon Rim","Eagle Creek",0.00,0.00,2.00,641106,3697103,14.50,18.38,0.00,0.00,0.00,0.00,0,1.00,22.00,32.00,0.00,0.00,0.00,1.00,22.00,32.00,0.00,0.00,0.00,3.00,22.00,32.00,230.00,330.00,0.00
599.00,"WS Ranch","Mogollon Highlands","San Francisco",1.00,1.00,2.00,694173,3698166,71.36,68.75,0.00,0.00,0.00,0.00,0,2.00,175.00,143.00,64.00,45.00,0.00,2.00,175.00,143.00,64.00,45.00,0.00,2.00,175.00,143.00,64.00,45.00,0.00
601.00,"Largo Canyon","Mogollon Highlands","Blue River",0.00,0.00,1.00,672460,3718211,12.43,0.00,0.00,0.00,0.00,0.00,0,1.00,21.00,0.00,0.00,0.00,0.00,7.00,250.00,223.00,40.00,0.00,0.00,13.00,727.00,550.00,40.00,0.00,0.00
604.00,"Hough 60","Mogollon Highlands","Blue River",0.00,0.00,2.00,676416,3722508,19.15,17.26,0.00,0.00,0.00,0.00,0,2.00,61.00,43.00,0.00,0.00,0.00,5.00,407.00,270.00,0.00,0.00,0.00,11.00,567.00,438.00,40.00,0.00,0.00
607.00,"Foote Canyon Pueblo","Mogollon Highlands","Blue River",1.00,1.00,3.00,672206,3717815,21.01,30.50,29.28,0.00,0.00,0.00,0,2.00,21.00,32.00,0.00,0.00,0.00,7.00,250.00,223.00,40.00,0.00,0.00,13.00,727.00,550.00,40.00,0.00,0.00
608.00,"AZ W:8:4","Mogollon Highlands","Blue River",0.00,0.00,2.00,681087,3732387,19.15,17.26,0.00,0.00,0.00,0.00,0,1.00,32.00,22.00,0.00,0.00,0.00,1.00,32.00,22.00,0.00,0.00,0.00,10.00,519.00,493.00,210.00,0.00,0.00
